 qp(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.00000000  0.00000000    0.1096D+00  0.750173339205834E+02  0.106960237665857E+02    0.130646576991430E-01 -0.186276800239630E-02
  0.10000000  0.00000000  0.00000000    0.1229D+00  0.794059454058874E+02  0.194863765412391E+02    0.118781857552649E-01 -0.291493035024948E-02
  0.10000000  0.00000000  0.00000000    0.1373D+00  0.833203145672133E+02  0.323218704060140E+02    0.104320198767920E-01 -0.404682094975330E-02
  0.10000000  0.00000000  0.00000000    0.1529D+00  0.870302279998730E+02  0.524685825922344E+02    0.842727172851625E-02 -0.508061409095128E-02
  0.10000000  0.00000000  0.00000000    0.1698D+00  0.826877126464401E+02  0.716827303650604E+02    0.690464092758532E-02 -0.598569603679764E-02
  0.10000000  0.00000000  0.00000000    0.1881D+00  0.656063405341054E+02  0.853930898307104E+02    0.565758615686495E-02 -0.736390353409520E-02
  0.10000000  0.00000000  0.00000000    0.2080D+00  0.446335857862358E+02  0.955183639006209E+02    0.401528677570817E-02 -0.859293773178580E-02
  0.10000000  0.00000000  0.00000000    0.2294D+00  0.173728150493813E+02  0.985834600551662E+02    0.173372506284565E-02 -0.983816468395379E-02
  0.10000000  0.00000000  0.00000000    0.2527D+00 -0.153429344721505E+02  0.853312080458813E+02   -0.204114679260358E-02 -0.113520345099556E-01
  0.10000000  0.00000000  0.00000000    0.2779D+00 -0.365149403948487E+02  0.426387314361724E+02   -0.115868864170817E-01 -0.135300820096389E-01
  0.10000000  0.00000000  0.00000000    0.3053D+00 -0.226021612824562E+02  0.100302167434132E+02   -0.369640737145931E-01 -0.164036379726505E-01
  0.10000000  0.00000000  0.00000000    0.3348D+00 -0.305694529709273E+01  0.222018596208057E+02   -0.608628945202306E-02 -0.442032587740178E-01
  0.10000000  0.00000000  0.00000000    0.3669D+00  0.384546780232297E+01  0.353217232034292E+02    0.304612801185058E-02 -0.279795582768376E-01
  0.10000000  0.00000000  0.00000000    0.4016D+00 -0.167831074449334E+02  0.237082455822705E+02   -0.198910053402219E-01 -0.280985414072767E-01
  0.10000000  0.00000000  0.00000000    0.4392D+00 -0.137002822388170E+02  0.142149844101878E+02   -0.351502429148781E-01 -0.364707928157581E-01
  0.10000000  0.00000000  0.00000000    0.4800D+00 -0.886713260107633E+01  0.154901704974097E+02   -0.278340490449502E-01 -0.486238544901435E-01
  0.10000000  0.00000000  0.00000000    0.5241D+00 -0.842746053443862E+01  0.178481637454440E+02   -0.216322226455766E-01 -0.458139733052898E-01
  0.10000000  0.00000000  0.00000000    0.5719D+00 -0.114991544950092E+02  0.189659800165344E+02   -0.233751656505539E-01 -0.385535236354985E-01
  0.10000000  0.00000000  0.00000000    0.6237D+00 -0.126414539681543E+02  0.640968710201205E+01   -0.629271035330179E-01 -0.319063807769774E-01
  0.10000000  0.00000000  0.00000000    0.6798D+00 -0.986135283249027E+01  0.527922517015333E+01   -0.788173660828176E-01 -0.421944767556324E-01
  0.10000000  0.00000000  0.00000000    0.7406D+00 -0.798978119144147E+01  0.408846621947080E+01   -0.991876721811161E-01 -0.507555134970191E-01
  0.10000000  0.00000000  0.00000000    0.8065D+00 -0.661148084412861E+01  0.314066991134611E+01   -0.123404961539649E+00 -0.586213979524101E-01
  0.10000000  0.00000000  0.00000000    0.8778D+00 -0.528852228984060E+01  0.238429705458930E+01   -0.157147023694869E+00 -0.708487485158063E-01
  0.10000000  0.00000000  0.00000000    0.9551D+00 -0.437505156901913E+01  0.193245867420330E+01   -0.191255132302456E+00 -0.844773218265496E-01
  0.10000000  0.00000000  0.00000000    0.1039D+01 -0.362442652891025E+01  0.176152534812679E+01   -0.223186680328044E+00 -0.108472055268927E+00
  0.10000000  0.00000000  0.00000000    0.1129D+01 -0.301290621820835E+01  0.110662102694874E+01   -0.292452304420554E+00 -0.107415845702575E+00
  0.10000000  0.00000000  0.00000000    0.1228D+01 -0.266617247451113E+01  0.761742580500312E+00   -0.346763817716967E+00 -0.990726473463785E-01
  0.10000000  0.00000000  0.00000000    0.1334D+01 -0.210141879372897E+01  0.470793597104315E+00   -0.453125618668311E+00 -0.101516480479562E+00
  0.10000000  0.00000000  0.00000000    0.1449D+01 -0.146192017600454E+01  0.293613540918745E+00   -0.657509825670899E+00 -0.132054944772512E+00
  0.10000000  0.00000000  0.00000000    0.1574D+01 -0.109104828821563E+01  0.205216452923011E+00   -0.885231762096090E+00 -0.166504199854667E+00
  0.10000000  0.00000000  0.00000000    0.1710D+01 -0.730878095164466E+00  0.109330317054274E+00   -0.133827145251938E+01 -0.200188845686645E+00
  0.10000000  0.00000000  0.00000000    0.1856D+01 -0.389565447078170E+00  0.122505032969717E+00   -0.233596231677104E+01 -0.734580396640337E+00
  0.10000000  0.00000000  0.00000000    0.2015D+01 -0.136306914636468E+00  0.202726837115391E+00   -0.228404933154685E+01 -0.339702573442399E+01
  0.10000000  0.00000000  0.00000000    0.2187D+01 -0.274785164779930E-01  0.780031176561843E-01   -0.401758821242765E+01 -0.114047061557736E+02
  0.10000000  0.00000000  0.00000000    0.2373D+01  0.142902348123494E+00  0.397107334787891E-01    0.649614491189199E+01 -0.180519552423872E+01
  0.10000000  0.00000000  0.00000000    0.2575D+01  0.312379952746509E+00  0.942227691846207E-01    0.293427017224490E+01 -0.885060192672169E+00
  0.10000000  0.00000000  0.00000000    0.2794D+01  0.404591848780943E+00  0.105083244019791E+00    0.231543249423253E+01 -0.601379287634950E+00
  0.10000000  0.00000000  0.00000000    0.3030D+01  0.481509915266641E+00  0.498921090097066E-01    0.205474019497986E+01 -0.212903864581464E+00
  0.10000000  0.00000000  0.00000000    0.3287D+01  0.577787426872876E+00  0.787216984058740E-01    0.169919778622223E+01 -0.231510291566704E+00
  0.10000000  0.00000000  0.00000000    0.3565D+01  0.624428849100459E+00  0.506647342344379E-01    0.159098947511771E+01 -0.129089261399034E+00
  0.10000000  0.00000000  0.00000000    0.3866D+01  0.687997181880622E+00  0.547823640722817E-01    0.144433683040574E+01 -0.115006555506534E+00
  0.10000000  0.00000000  0.00000000    0.4192D+01  0.735075602338191E+00  0.736056830321153E-01    0.134689931033581E+01 -0.134869724144565E+00
  0.10000000  0.00000000  0.00000000    0.4545D+01  0.756937034378823E+00  0.382387593078870E-01    0.131775089276956E+01 -0.665698161508508E-01
  0.10000000  0.00000000  0.00000000    0.4928D+01  0.800167086518281E+00  0.704304587782941E-01    0.124013110848032E+01 -0.109155955533679E+00
  0.10000000  0.00000000  0.00000000    0.5343D+01  0.804406598424096E+00  0.452246223634406E-01    0.123923541816096E+01 -0.696711761384417E-01
  0.10000000  0.00000000  0.00000000    0.5792D+01  0.822473045159072E+00  0.196895575971510E-01    0.121514891772183E+01 -0.290900045240659E-01
  0.10000000  0.00000000  0.00000000    0.6279D+01  0.850414316245528E+00  0.144750620030614E-01    0.117555683620730E+01 -0.200093739806122E-01
  0.10000000  0.00000000  0.00000000    0.6806D+01  0.872689184559916E+00  0.465910971388627E-02    0.114585068287703E+01 -0.611746328671160E-02
  0.10000000  0.00000000  0.00000000    0.7377D+01  0.894416975983328E+00 -0.448988705730567E-19    0.111804675766646E+01  0.561248701836221E-19
  0.10000000  0.00000000  0.00000000    0.7995D+01  0.912487794822490E+00  0.427015468964885E-03    0.109590482928064E+01 -0.512848848249187E-03
  0.10000000  0.00000000  0.00000000    0.8665D+01  0.926535507367932E+00  0.570670288385987E-03    0.107928904255963E+01 -0.664754004861638E-03
  0.10000000  0.00000000  0.00000000    0.9391D+01  0.937857040703230E+00  0.508818323895875E-03    0.106626027449587E+01 -0.578481305955692E-03
  0.10000000  0.00000000  0.00000000    0.1018D+02  0.947424214294069E+00  0.612926623517265E-17    0.105549339452455E+01 -0.682840899240418E-17
  0.10000000  0.00000000  0.00000000    0.1103D+02  0.955565006170528E+00 -0.140178482627804E-19    0.104650127782258E+01  0.153518557341402E-19
  0.10000000  0.00000000  0.00000000    0.1195D+02  0.962368127017810E+00  0.612364816687230E-17    0.103910340744431E+01 -0.661192271184739E-17
