 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.01000000    0.7406D+00 -0.944039775752460E+02  0.426971633072087E+01   -0.105711498269817E-01 -0.478113446171107E-03
  0.00000000  0.00000000  0.01000000    0.8065D+00 -0.729493864611126E+02  0.345786920094297E+01   -0.136774034255568E-01 -0.648321724807326E-03
  0.00000000  0.00000000  0.01000000    0.8778D+00 -0.579729030743639E+02  0.291089070715763E+01   -0.172060586911086E-01 -0.863937351671195E-03
  0.00000000  0.00000000  0.01000000    0.9551D+00 -0.469459085736151E+02  0.251124593668010E+01   -0.212403330889472E-01 -0.113619486306692E-02
  0.00000000  0.00000000  0.01000000    0.1039D+01 -0.386209985679051E+02  0.218195522124721E+01   -0.258102671192653E-01 -0.145819241321913E-02
  0.00000000  0.00000000  0.01000000    0.1129D+01 -0.319766195145415E+02  0.119566714612900E+01   -0.312291859399738E-01 -0.116771917093363E-02
  0.00000000  0.00000000  0.01000000    0.1228D+01 -0.262789048326631E+02  0.362813446389860E+00   -0.380460841051477E-01 -0.525274206962767E-03
  0.00000000  0.00000000  0.01000000    0.1334D+01 -0.215451627729654E+02  0.328706461353444E+00   -0.464033296061087E-01 -0.707958182102057E-03
  0.00000000  0.00000000  0.01000000    0.1449D+01 -0.177662063545221E+02  0.231516992589466E+00   -0.562770798541375E-01 -0.733364232045567E-03
  0.00000000  0.00000000  0.01000000    0.1574D+01 -0.146250124619197E+02  0.552559891800083E-01   -0.683750340816873E-01 -0.258333464893642E-03
  0.00000000  0.00000000  0.01000000    0.1710D+01 -0.120437375687794E+02  0.184335353321208E+00   -0.830112571788787E-01 -0.127052830023239E-02
  0.00000000  0.00000000  0.01000000    0.1856D+01 -0.992685737729764E+01  0.900185960302418E-01   -0.100728532379071E+00 -0.913425137515082E-03
  0.00000000  0.00000000  0.01000000    0.2015D+01 -0.821202043295647E+01  0.276565749128503E+00   -0.121634751715165E+00 -0.409643479370315E-02
  0.00000000  0.00000000  0.01000000    0.2187D+01 -0.679672027908572E+01  0.908331065879018E-01   -0.147103512799268E+00 -0.196592893467555E-02
  0.00000000  0.00000000  0.01000000    0.2373D+01 -0.552044917975215E+01  0.265256170011305E-01   -0.181140497846032E+00 -0.870375455475829E-03
  0.00000000  0.00000000  0.01000000    0.2575D+01 -0.445979342321059E+01  0.120812968784424E+00   -0.224061208588202E+00 -0.606967570697022E-02
  0.00000000  0.00000000  0.01000000    0.2794D+01 -0.360518532258055E+01  0.135775597490406E+00   -0.276985384590088E+00 -0.104316013529950E-01
  0.00000000  0.00000000  0.01000000    0.3030D+01 -0.285094867334593E+01  0.747844867128439E-01   -0.350519247884648E+00 -0.919462433017459E-02
  0.00000000  0.00000000  0.01000000    0.3287D+01 -0.227801539830242E+01  0.315828046321935E+00   -0.430699882410013E+00 -0.597129863626073E-01
  0.00000000  0.00000000  0.01000000    0.3565D+01 -0.182265266490580E+01  0.140720866889952E+00   -0.545399832358843E+00 -0.421084821529271E-01
  0.00000000  0.00000000  0.01000000    0.3866D+01 -0.135128861703977E+01  0.102239654617036E+00   -0.735822093311502E+00 -0.556729300691937E-01
  0.00000000  0.00000000  0.01000000    0.4192D+01 -0.974516409928113E+00  0.207158506896585E+00   -0.981784679529654E+00 -0.208703564386677E+00
  0.00000000  0.00000000  0.01000000    0.4545D+01 -0.677393820978266E+00  0.176728771531624E+00   -0.138216713619848E+01 -0.360600720684131E+00
  0.00000000  0.00000000  0.01000000    0.4928D+01 -0.401523066512651E+00  0.185646498716199E+00   -0.205188059965267E+01 -0.948698794362317E+00
  0.00000000  0.00000000  0.01000000    0.5343D+01 -0.231165365226174E+00  0.360199443340728E+00   -0.126195011010837E+01 -0.196635740280585E+01
  0.00000000  0.00000000  0.01000000    0.5792D+01 -0.115831112614210E+00  0.253345463657203E+00   -0.149265415421731E+01 -0.326472870928498E+01
  0.00000000  0.00000000  0.01000000    0.6279D+01 -0.621744439150422E-01  0.399661529768132E+00   -0.380051003826557E+00 -0.244299355192926E+01
  0.00000000  0.00000000  0.01000000    0.6806D+01  0.468956296693823E-02  0.833935616750045E-01    0.672196325965451E+00 -0.119535330183892E+02
  0.00000000  0.00000000  0.01000000    0.7377D+01  0.179402463818509E+00 -0.112068561842981E-16    0.557405945668419E+01  0.348198577456447E-15
  0.00000000  0.00000000  0.01000000    0.7995D+01  0.333983724142427E+00  0.334889388867532E-03    0.299415487128290E+01 -0.300227413055335E-02
  0.00000000  0.00000000  0.01000000    0.8665D+01  0.446924757948778E+00  0.110673470271938E-01    0.223614184564450E+01 -0.553743272611754E-01
  0.00000000  0.00000000  0.01000000    0.9391D+01  0.527524308359521E+00  0.222283678169307E-01    0.189228741162502E+01 -0.797355874116079E-01
  0.00000000  0.00000000  0.01000000    0.1018D+02  0.596217446347121E+00 -0.588406579075057E-17    0.167724041979442E+01  0.165526739236521E-16
  0.00000000  0.00000000  0.01000000    0.1103D+02  0.660585620160933E+00 -0.501077952026974E-17    0.151380830808333E+01  0.114827804848525E-16
  0.00000000  0.00000000  0.01000000    0.1195D+02  0.713431293654948E+00 -0.426703971072844E-17    0.140167667005038E+01  0.838344219814852E-17
