 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.10000000  0.00000000  0.00000000    0.1710D+01 -0.739726527645958E+00  0.116393347315174E+00   -0.131919054076115E+01 -0.207569955986753E+00
  0.10000000  0.00000000  0.00000000    0.1856D+01 -0.372228227291681E+00  0.116143307600146E+00   -0.244817539008540E+01 -0.763884000573085E+00
  0.10000000  0.00000000  0.00000000    0.2015D+01 -0.141687173586750E+00  0.204477096184472E+00   -0.228948158849418E+01 -0.330408557904131E+01
  0.10000000  0.00000000  0.00000000    0.2187D+01 -0.660014730101734E-01  0.869411377813000E-01   -0.553938039592938E+01 -0.729680736294014E+01
  0.10000000  0.00000000  0.00000000    0.2373D+01  0.138531526600879E+00  0.513813862492664E-01    0.634562464813008E+01 -0.235359415317645E+01
  0.10000000  0.00000000  0.00000000    0.2575D+01  0.325256020010791E+00  0.947530219844526E-01    0.283399071796453E+01 -0.825593281237713E+00
  0.10000000  0.00000000  0.00000000    0.2794D+01  0.398437720143175E+00  0.108526380535948E+00    0.233645890291377E+01 -0.636404173563451E+00
  0.10000000  0.00000000  0.00000000    0.3030D+01  0.477521219963359E+00  0.511038448949446E-01    0.207043494420547E+01 -0.221575883605484E+00
  0.10000000  0.00000000  0.00000000    0.3287D+01  0.577968780165473E+00  0.778937609217209E-01    0.169933165951685E+01 -0.229021598667007E+00
  0.10000000  0.00000000  0.00000000    0.3565D+01  0.619471418836863E+00  0.525616432162624E-01    0.160274073467940E+01 -0.135991240439415E+00
  0.10000000  0.00000000  0.00000000    0.3866D+01  0.692296536992471E+00  0.533786665625695E-01    0.143593112343033E+01 -0.110715689807411E+00
  0.10000000  0.00000000  0.00000000    0.4192D+01  0.733807499678519E+00  0.751256031612219E-01    0.134862004177313E+01 -0.138068763426246E+00
  0.10000000  0.00000000  0.00000000    0.4545D+01  0.756561495335747E+00  0.400474859177518E-01    0.131807642135487E+01 -0.697704644607965E-01
  0.10000000  0.00000000  0.00000000    0.4928D+01  0.801329064588114E+00  0.705375105262348E-01    0.123833155055706E+01 -0.109004937724660E+00
  0.10000000  0.00000000  0.00000000    0.5343D+01  0.794394420233107E+00  0.521823587507330E-01    0.125341212196801E+01 -0.823344164374415E-01
  0.10000000  0.00000000  0.00000000    0.5792D+01  0.817297373774089E+00  0.210878663735655E-01    0.122273083743310E+01 -0.315488405298048E-01
  0.10000000  0.00000000  0.00000000    0.6279D+01  0.847151146354652E+00  0.173014231166529E-01    0.117993474554019E+01 -0.240978842683223E-01
  0.10000000  0.00000000  0.00000000    0.6806D+01  0.869146070221913E+00  0.517677617198212E-02    0.115051377396040E+01 -0.685264824249246E-02
  0.10000000  0.00000000  0.00000000    0.7377D+01  0.893087001135324E+00 -0.687522857501095E-16    0.111971173998587E+01  0.861984794397386E-16
  0.10000000  0.00000000  0.00000000    0.7995D+01  0.912260812266795E+00  0.359913946312851E-03    0.109617757432939E+01 -0.432474563558428E-03
  0.10000000  0.00000000  0.00000000    0.8665D+01  0.926423700352046E+00  0.655403767733228E-03    0.107941916762990E+01 -0.763641289789183E-03
  0.10000000  0.00000000  0.00000000    0.9391D+01  0.937564297594547E+00  0.756457949436579E-03    0.106659282097915E+01 -0.860562438556700E-03
  0.10000000  0.00000000  0.00000000    0.1018D+02  0.947077389684775E+00 -0.463013077335855E-16    0.105587992163221E+01  0.516205135015200E-16
  0.10000000  0.00000000  0.00000000    0.1103D+02  0.955409147300104E+00 -0.285809461819288E-16    0.104667199683602E+01  0.313110630102705E-16
  0.10000000  0.00000000  0.00000000    0.1195D+02  0.962252438976577E+00 -0.219631176822669E-16    0.103922833499240E+01  0.237200689711526E-16
