 qp(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.05000000  0.00000000  0.00000000    0.1710D+01 -0.195823192292080E+01  0.135044753065498E+00   -0.508247598217813E+00 -0.350500727692575E-01
  0.05000000  0.00000000  0.00000000    0.1856D+01 -0.146083991615198E+01  0.979529844740602E-01   -0.681473769753312E+00 -0.456945274085603E-01
  0.05000000  0.00000000  0.00000000    0.2015D+01 -0.110862698682026E+01  0.248536002362146E+00   -0.858852204505174E+00 -0.192540589454585E+00
  0.05000000  0.00000000  0.00000000    0.2187D+01 -0.815214541823226E+00  0.467778724849935E-01   -0.122264528985930E+01 -0.701566796582221E-01
  0.05000000  0.00000000  0.00000000    0.2373D+01 -0.490421959827259E+00  0.163411155996523E-01   -0.203679903420980E+01 -0.678672066051164E-01
  0.05000000  0.00000000  0.00000000    0.2575D+01 -0.237193061436214E+00  0.815135110547391E-01   -0.377065508506080E+01 -0.129581924993353E+01
  0.05000000  0.00000000  0.00000000    0.2794D+01 -0.606591886439043E-01  0.971747347374707E-01   -0.462254484352670E+01 -0.740521887984253E+01
  0.05000000  0.00000000  0.00000000    0.3030D+01  0.107936870458353E+00  0.302847050805680E-01    0.858854991593555E+01 -0.240975766824929E+01
  0.05000000  0.00000000  0.00000000    0.3287D+01  0.240381804836202E+00  0.117031316119809E+00    0.336293614537954E+01 -0.163726553009628E+01
  0.05000000  0.00000000  0.00000000    0.3565D+01  0.339443304432845E+00  0.527471589160571E-01    0.287654018313568E+01 -0.446994594345577E+00
  0.05000000  0.00000000  0.00000000    0.3866D+01  0.443088079085825E+00  0.592357734678158E-01    0.221725940526412E+01 -0.296422048005876E+00
  0.05000000  0.00000000  0.00000000    0.4192D+01  0.513051116355172E+00  0.849697261395770E-01    0.189708861734628E+01 -0.314189161936899E+00
  0.05000000  0.00000000  0.00000000    0.4545D+01  0.578704075025775E+00  0.306095343225018E-01    0.172317796489229E+01 -0.911444680215877E-01
  0.05000000  0.00000000  0.00000000    0.4928D+01  0.636136276881641E+00  0.665576220092134E-01    0.155496797054598E+01 -0.162693080368515E+00
  0.05000000  0.00000000  0.00000000    0.5343D+01  0.673424123020920E+00  0.400541737455007E-01    0.147971354109435E+01 -0.880109595758005E-01
  0.05000000  0.00000000  0.00000000    0.5792D+01  0.718441342069171E+00  0.139341939944022E-01    0.139137869104239E+01 -0.269858365121692E-01
  0.05000000  0.00000000  0.00000000    0.6279D+01  0.761846406401676E+00  0.112824778973530E-01    0.131231272046420E+01 -0.194345463057105E-01
  0.05000000  0.00000000  0.00000000    0.6806D+01  0.797929349062235E+00  0.392296822646048E-02    0.125321349618339E+01 -0.616134339747847E-02
  0.05000000  0.00000000  0.00000000    0.7377D+01  0.830153266681592E+00  0.000000000000000E+00    0.120459683787952E+01  0.000000000000000E+00
  0.05000000  0.00000000  0.00000000    0.7995D+01  0.857354118859708E+00  0.396828872866557E-03    0.116637893697556E+01 -0.539861917862954E-03
  0.05000000  0.00000000  0.00000000    0.8665D+01  0.879416476674688E+00  0.541268917882038E-03    0.113711722227204E+01 -0.699880232778370E-03
  0.05000000  0.00000000  0.00000000    0.9391D+01  0.897684812430715E+00  0.489241550354154E-03    0.111397640811510E+01 -0.607121271761796E-03
  0.05000000  0.00000000  0.00000000    0.1018D+02  0.913166814970088E+00 -0.122552987924959E-16    0.109509016710463E+01  0.146968297386400E-16
  0.05000000  0.00000000  0.00000000    0.1103D+02  0.926359396490454E+00 -0.122552987924959E-16    0.107949463651854E+01  0.142812059396732E-16
  0.05000000  0.00000000  0.00000000    0.1195D+02  0.937476947428445E+00  0.000000000000000E+00    0.106669289601527E+01  0.000000000000000E+00
